company_id_1,company_id_2,period,weight,shared_directors
chalandage,etablissementsballande,1914_1929,4,berge-m; laroque-g; milliard-h; rougy-a
comptoirsnouvelleshebrides,etablissementsballande,1914_1929,4,berge-m; bonneaud-a; laroque-g; milliard-h
colonialeetablissementsnhagen,colonialevate,1914_1929,4,aupied-c; luc-a; miniere-des-nouvelles-hebrides; picanon-e
minesnickelreunies,navaleoceanie,1914_1929,3,ballande-a; chavane-l; l-chavane
hautsfourneauxnoumea,navaleoceanie,1914_1929,3,ballande-a; l-chavane; van-bree-f
ballandefils,hautsfourneauxnoumea,1914_1929,3,ballande-a; laroque-g; rougy-a
etablissementsballande,hautsfourneauxnoumea,1914_1929,3,ballande-a; laroque-g; rougy-a
metallurgiquetao,usinestaohydroelectriquetaometallurgiquetao,1914_1929,3,dehesdin-a; jauffret; martini-g
cotonniereetablissementsoceanie,immobiliereagricoleoceanie,1914_1929,3,agache-e; froment-guieysse-g; picot-h
francotahitienne,ilesmarquises,1914_1929,3,agache-e; froment-guieysse-g; gallois-c
francotahitienne,immobiliereagricoleoceanie,1914_1929,3,agache-e; froment-guieysse-g; picot-h
agricolemopelia,comptoirsoceanie,1914_1929,3,chiris-g; flipo-p; levy-e
chalandage,comptoirsnouvelleshebrides,1914_1929,3,berge-m; laroque-g; milliard-h
agricoleminierenouvelleshebrides,colonialeilesbanks,1914_1929,3,aupied-c; renault-a; vereecken-h
colonialeetablissementsnhagen,colonialeilesbanks,1914_1929,3,aupied-c; hagen-n; joyer-a
colonialeetablissementsnhagen,francohebridaise,1914_1929,3,joyer-a; luc-a; miniere-des-nouvelles-hebrides
burnsphilpco35crutchedfriarslondresec,burnsphilpcoltd,1914_1929,2,esq; forsyth-j
ballandefils,minesnickelreunies,1914_1929,2,ballande-a; chavane-l
ballandefils,navaleoceanie,1914_1929,2,ballande-a; chavane-l
etablissementsballande,minesnickelreunies,1914_1929,2,ballande-a; chavane-l
etablissementsballande,navaleoceanie,1914_1929,2,ballande-a; chavane-l
concessionnaireportpapeete,minesnickelreunies,1914_1929,2,ballande; ballande-a
hautsfourneauxnoumea,minesnickelreunies,1914_1929,2,ballande-a; l-chavane
nickel,phosphatesoceanie,1914_1929,2,carrier; carrier-m
comptoirsoceanie,immobiliereagricoleoceanie,1914_1929,2,agache-e; froment-guieysse-g
concessionnaireportpapeete,cotonniereetablissementsoceanie,1914_1929,2,bertrand-l; froment-guieysse-g
concessionnaireportpapeete,francotahitienne,1914_1929,2,bertrand-l; froment-guieysse-g
ilesmarquises,immobiliereagricoleoceanie,1914_1929,2,agache-e; froment-guieysse-g
agricolemopelia,tahiti,1914_1929,2,chiris-g; levy-e
concessionnaireportpapeete,frsephosphatesoceanie,1914_1929,2,bertrand-l; johnston-g
agricoleminierenouvelleshebrides,immobilierenouvelleshebrides,1914_1929,2,artaud-a; revel-c
chalandage,hautsfourneauxnoumea,1914_1929,2,laroque-g; rougy-a
agricoleminierenouvelleshebrides,colonialeetablissementsnhagen,1914_1929,2,aupied-c; luc-a
havraisecaledonienne,immobilierenouvelleshebrides,1914_1929,1,higginson-g
immobilierenouvelleshebrides,nouvelleshebrides,1914_1929,1,higginson-g
ballandefils,concessionnaireportpapeete,1914_1929,1,ballande-a
concessionnaireportpapeete,etablissementsballande,1914_1929,1,ballande-a
concessionnaireportpapeete,hautsfourneauxnoumea,1914_1929,1,ballande-a
concessionnaireportpapeete,navaleoceanie,1914_1929,1,ballande-a
hautsfourneauxnoumea,kaori,1914_1929,1,berge
concessionnaireportpapeete,nickel,1914_1929,1,roume-e
comptoirsoceanie,concessionnaireportpapeete,1914_1929,1,froment-guieysse-g
concessionnaireportpapeete,ilesmarquises,1914_1929,1,froment-guieysse-g
concessionnaireportpapeete,immobiliereagricoleoceanie,1914_1929,1,froment-guieysse-g
cotonniereetablissementsoceanie,frsephosphatesoceanie,1914_1929,1,bertrand-l
cotonniereetablissementsoceanie,phosphatesoceanie,1914_1929,1,bertrand-l
francotahitienne,frsephosphatesoceanie,1914_1929,1,bertrand-l
francotahitienne,phosphatesoceanie,1914_1929,1,bertrand-l
agricolemopelia,ilesmarquises,1914_1929,1,tassy
agricoleminierenouvelleshebrides,cotonnierenouvelleshebrides,1914_1929,1,revel-c
colonialevate,cotonnierenouvelleshebrides,1914_1929,1,revel-c
colonialevate,immobilierenouvelleshebrides,1914_1929,1,revel-c
cotonnierenouvelleshebrides,francohebridaise,1914_1929,1,revel-c
cotonnierenouvelleshebrides,immobilierenouvelleshebrides,1914_1929,1,revel-c
francohebridaise,immobilierenouvelleshebrides,1914_1929,1,revel-c
colonialeetablissementsnhagen,immobilierenouvelleshebrides,1914_1929,1,ed-picanon
comptoirsnouvelleshebrides,hautsfourneauxnoumea,1914_1929,1,laroque-g
comptoirsnouvelleshebrides,kaori,1914_1929,1,ad-unger
ballandefils,kaori,1914_1929,1,jeannin-p
etablissementsballande,kaori,1914_1929,1,jeannin-p
agricoleminierenouvelleshebrides,nouvelleshebrides,1914_1929,1,aupied-c
colonialeetablissementsnhagen,nouvelleshebrides,1914_1929,1,aupied-c
colonialeilesbanks,colonialevate,1914_1929,1,aupied-c
colonialeilesbanks,nouvelleshebrides,1914_1929,1,aupied-c
colonialevate,nouvelleshebrides,1914_1929,1,aupied-c
colonialeetablissementsnhagen,frigorifiquecaledonienne,1914_1929,1,hagen-n
colonialeilesbanks,frigorifiquecaledonienne,1914_1929,1,hagen-n
frsephosphatesoceanie,immobiliereagricoleoceanie,1914_1929,1,touze-e
immobiliereagricoleoceanie,phosphatesoceanie,1914_1929,1,touze-e
frsephosphatesoceanie,nickel,1914_1929,1,carrier-m
colonialeilesbanks,francohebridaise,1914_1929,1,joyer-a
caledonia,comitedirection,1930_1944,10,baudouin-p; berge; catalan-l; dewez; laurent; loste; milliard; rougy-a; van-bree-v; verge
ballandefils,etablissementsballande,1930_1944,9,ballande-p; berge-m; bonneaud-a; guiraud-p; jeannin-p; laroque-g; loste-h; milliard-h; rougy-a
frsephosphatesoceanie,phosphatesoceanie,1930_1944,8,balding-b; bertrand-l; hersent-g; hersent-j; johnston-g; king-a; pilter-j; touze-e
ballandefils,comptoirsnouvelleshebrides,1930_1944,6,berge-m; bonneaud-a; jeannin-p; laroque-g; loste-h; milliard-h
comptoirsnouvelleshebrides,etablissementsballande,1930_1944,6,berge-m; bonneaud-a; jeannin-p; laroque-g; loste-h; milliard-h
ballandefils,caledonia,1930_1944,5,guiraud-p; laroque-g; loste-h; milliard-h; rougy-a
caledonia,etablissementsballande,1930_1944,5,guiraud-p; laroque-g; loste-h; milliard-h; rougy-a
caledonia,caledonickel,1930_1944,5,baudouin-p; catalan-l; dewez-h; milliard-h; van-bree-f
caledonickel,nickel,1930_1944,5,baudouin-p; dewez-h; mirabaud-p; roume-e; viallate-a
ballandefils,chalandage,1930_1944,4,berge-m; laroque-g; milliard-h; rougy-a
chalandage,etablissementsballande,1930_1944,4,berge-m; laroque-g; milliard-h; rougy-a
ballandefils,ilespacifique,1930_1944,4,ballande-p; jeannin-p; loste-h; milliard-h
etablissementsballande,ilespacifique,1930_1944,4,ballande-p; jeannin-p; loste-h; milliard-h
caledonia,navalecommercialeoceanie,1930_1944,4,ballande-a; chavane-l; dewez-h; van-bree-f
caledonia,chalandage,1930_1944,3,laroque-g; milliard-h; rougy-a
caledonia,comptoirsnouvelleshebrides,1930_1944,3,laroque-g; loste-h; milliard-h
chalandage,comptoirsnouvelleshebrides,1930_1944,3,berge-m; laroque-g; milliard-h
ballandefils,kaori,1930_1944,3,guiraud-p; jeannin-p; milliard-h
comptoirsnouvelleshebrides,ilespacifique,1930_1944,3,jeannin-p; loste-h; milliard-h
etablissementsballande,kaori,1930_1944,3,guiraud-p; jeannin-p; milliard-h
caledonia,kaori,1930_1944,3,berge; guiraud-p; milliard-h
caledonia,nickel,1930_1944,3,baudouin-p; dewez-h; loste-h
comptoirsnouvelleshebrides,kaori,1930_1944,2,jeannin-p; milliard-h
ilespacifique,kaori,1930_1944,2,jeannin-p; milliard-h
caledonia,ilespacifique,1930_1944,2,loste-h; milliard-h
caledonickel,navalecommercialeoceanie,1930_1944,2,dewez-h; van-bree-f
caledonickel,comitedirection,1930_1944,2,baudouin-p; catalan-l
ouaco,tiebaghi,1930_1944,2,chalas-e; crowther-t
cotonnierenouvelleshebrides,ilespacifique,1930_1944,1,francais-des-nouvelles-hebrides-c
cotonnierenouvelleshebrides,nouvelleshebrides,1930_1944,1,francais-des-nouvelles-hebrides-c
ilespacifique,nouvelleshebrides,1930_1944,1,francais-des-nouvelles-hebrides-c
ballandefils,caledonickel,1930_1944,1,milliard-h
caledonickel,chalandage,1930_1944,1,milliard-h
caledonickel,comptoirsnouvelleshebrides,1930_1944,1,milliard-h
caledonickel,etablissementsballande,1930_1944,1,milliard-h
caledonickel,ilespacifique,1930_1944,1,milliard-h
caledonickel,kaori,1930_1944,1,milliard-h
chalandage,ilespacifique,1930_1944,1,milliard-h
chalandage,kaori,1930_1944,1,milliard-h
ballandefils,comitedirection,1930_1944,1,rougy-a
chalandage,comitedirection,1930_1944,1,rougy-a
comitedirection,etablissementsballande,1930_1944,1,rougy-a
ballandefils,nickel,1930_1944,1,loste-h
comptoirsnouvelleshebrides,nickel,1930_1944,1,loste-h
etablissementsballande,nickel,1930_1944,1,loste-h
ilespacifique,nickel,1930_1944,1,loste-h
comitedirection,nickel,1930_1944,1,baudouin-p
navalecommercialeoceanie,nickel,1930_1944,1,dewez-h
caledonia,kerrmy,1930_1944,1,catalan-l
caledonickel,kerrmy,1930_1944,1,catalan-l
comitedirection,kerrmy,1930_1944,1,catalan-l
comitedirection,kaori,1930_1944,1,berge
chrome,nickel,1930_1944,1,allegre-l
chrome,metallurgiquetao,1930_1944,1,dehesdin-a
chalandage,etablissementsballande,1945_1962,2,ballande-a; loste-h
chalandage,ilespacifique,1945_1962,2,bonneaud-h; loste-h
chalandage,comptoirsnouvelleshebrides,1945_1962,1,loste-h
chalandage,nickel,1945_1962,1,loste-h
comptoirsnouvelleshebrides,etablissementsballande,1945_1962,1,loste-h
comptoirsnouvelleshebrides,ilespacifique,1945_1962,1,loste-h
comptoirsnouvelleshebrides,nickel,1945_1962,1,loste-h
etablissementsballande,ilespacifique,1945_1962,1,loste-h
etablissementsballande,nickel,1945_1962,1,loste-h
ilespacifique,nickel,1945_1962,1,loste-h
etablissementsballande,kaori,1945_1962,1,berge-m
ilespacifique,nouvelleshebrides,1945_1962,1,francais-des-nouvelles-hebrides-c
chalandage,kaori,1945_1962,1,bonneaud-h
ilespacifique,kaori,1945_1962,1,bonneaud-h
chrome,nickel,1945_1962,1,allegre-l
ouaco,tiebaghi,1945_1962,1,chalas-e
minesnickelreunies,navaleoceanie,pre_1914,2,ballande-a; chavane-l
consolidatednickelcyltd,etsgomenouaco,pre_1914,1,prevet-j
nickel,nouvelleshebridesgeneralitesnouvelleshebrides,pre_1914,1,higginson-j
minesmontdo,minesnickeliferesminesmontdoreunies,pre_1914,1,clinchant-p
exploitationminieremetallurgiquecaledonie,minesmontdo,pre_1914,1,bernheim-l
etsgomenouaco,oceanie,pre_1914,1,pardon-n
